Variable / Field Name,Form Name,Section Header,Field Type,Field Label,select_choices_or_calculations,Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
f6an_platelet,laboratory,,dropdown,Platelet Count tested?,"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1',y,RH,,,,
f6an_platelet_results_units,laboratory,,text,"=> if done and result available, Platelet Count result (N cells x 10^9/L)",,,number,50,500,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_platelet] = '1'),y,RH,,,,
f6an_serum_creatinine,laboratory,,dropdown,Serum Creatinine tested?,"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1',y,RH,,,,
f6an_serum_creatinine_results_um,laboratory,,text,"=> if done and result available, Serum Creatinine result (µmol/L)",,,number,50,110,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_serum_creatinine] = '1'),y,RH,,,,
f6an_serum_creatinine_results_meq,laboratory,,text,"=> if done and result available, Serum Creatinine result (mEq/L)",,,number,0.1,0.22,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_serum_creatinine] = '1'),y,RH,,,,
f6an_ast,laboratory,,dropdown,Aspartate Transaminase tested?,"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1',y,RH,,,,
f6an_ast_results_units,laboratory,,text,"=> if done and result available, Aspartate Transaminase result (IU/L)",,,number,3,330,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_ast] = '1'),y,RH,,,,
f6an_alt,laboratory,,dropdown,Alanine aminotransferase tested?,"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1',y,RH,,,,
f6an_alt_results_units,laboratory,,text,"=> if done and result available, Alanine Aminotransferase result (IU/L)",,,number,2,330,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_alt] = '1'),y,RH,,,,
f6an_rhesus,laboratory,,dropdown,Rhesus Status tested?,"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1',y,RH,,,,
f6an_rhesus_results_units,laboratory,,radio,"=> if done and result available, Rhesus status result","0, Negative | 1, Positive",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_rhesus] = '1'),y,RH,,,,
f6an_hiv,laboratory,,dropdown,HIV tested?,"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1',y,RH,,,,
f6an_hiv_results_units,laboratory,,dropdown,"=> if done and result available, HIV Screening result","0, Negative | 1, Positive | 99, Inconclusive",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_hiv] = '1'),y,RH,,,,
f6an_cd4,laboratory,,dropdown,CD4 Count tested?,"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_hiv_results_units] <> '0' and [f6an_hiv_results_units] <> ''),y,RH,,,,
f6an_cd4_results_units,laboratory,,text,"=> if done and result available, CD4 Count result (cells/mm^3)",,,number,50,1500,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_cd4] = '1'),y,RH,,,,
f6an_viral,laboratory,,dropdown,Viral Load tested?,"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_hiv_results_units] <> '0' and [f6an_hiv_results_units] <> ''),y,RH,,,,
f6an_viral_results_units,laboratory,,text,"=> if done and result available, Viral Load result (copies/mL)",,,number,20,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_viral] = '1'),y,RH,,,,
f6an_tb,laboratory,,dropdown,TB tested?,"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1',y,RH,,,,
f6an_tb_results_units,laboratory,,radio,"=> if done and result available, TB result","0, Negative | 1, Positive",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_tb] = '1'),y,RH,,,,
f6an_malaria,laboratory,,dropdown,Malaria tested?,"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1',y,RH,,,,
f6an_malaria_results_units,laboratory,,radio,"=> if done and result available, Malaria result","0, Negative | 1, Positive",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_malaria] = '1'),y,RH,,,,
f6an_syphilis,laboratory,,dropdown,Syphilis VDRL tested?,"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1',y,RH,,,,
f6an_syphilis_vdrl_result,laboratory,,radio,"=> if done and result available, VDRL test result","1, Reactive | 2, Non-reactive",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_syphilis] = '1'),y,RH,,,,
f6an_syphilis_rdt,laboratory,,dropdown,Syphilis RDT tested?,"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1',y,RH,,,,
f6an_syphilis_rdt_result,laboratory,,radio,"=> if done and result available, RDT test result","1, Reactive | 2, Non-reactive",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_syphilis_rdt] = '1'),y,RH,,,,
f6an_syphilis_rpr,laboratory,,dropdown,Syphilis RPR tested?,"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1',y,RH,,,,
f6an_syphilis_rpr_result,laboratory,,radio,"=> if done and result available, RPR test result","1, Reactive | 2, Non-reactive",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_syphilis_rpr] = '1'),y,RH,,,,
f6an_other_test_1,laboratory,,dropdown,Other investigation(s) carried out? (1),"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1',y,RH,,,,
f6an_other_test_type_1,laboratory,,text,"=> if done, enter the type of test",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_other_test_1] = '1' or [f6an_other_test_1] = '2'),y,RH,,,,
f6an_other_test_result_1,laboratory,,text,"=> if done and result available, other test result",,,number,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_other_test_1] = '1'),y,RH,,,,
f6an_other_test_unit_1,laboratory,,text,"=> if done and result available, other test result unit",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_other_test_1] = '1'),y,RH,,,,
f6an_other_test_2,laboratory,,dropdown,Other investigation(s) carried out? (2),"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1',y,RH,,,,
f6an_other_test_type_2,laboratory,,text,"=> if done, enter the type of test",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_other_test_2] = '1' or [f6an_other_test_2] = '2'),y,RH,,,,
f6an_other_test_result_2,laboratory,,text,"=> if done and result available, other test result",,,number,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_other_test_2] = '1'),y,RH,,,,
f6an_other_test_unit_2,laboratory,,text,"=> if done and result available, other test result unit",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_other_test_2] = '1'),y,RH,,,,
f6an_other_test_3,laboratory,,dropdown,Other investigation(s) carried out? (3),"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1',y,RH,,,,
f6an_other_test_type_3,laboratory,,text,"=> if done, enter the type of test",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_other_test_3] = '1' or [f6an_other_test_3] = '2'),y,RH,,,,
f6an_other_test_result_3,laboratory,,text,"=> if done and result available, other test result",,,number,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_other_test_3] = '1'),y,RH,,,,
f6an_other_test_unit_3,laboratory,,text,"=> if done and result available, other test result unit",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_other_test_3] = '1'),y,RH,,,,
f6an_other_test_4,laboratory,,dropdown,Other investigation(s) carried out? (4),"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1',y,RH,,,,
f6an_other_test_type_4,laboratory,,text,"=> if done, enter the type of test",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_other_test_4] = '1' or [f6an_other_test_4] = '2'),y,RH,,,,
f6an_other_test_result_4,laboratory,,text,"=> if done and result available, other test result",,,number,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_other_test_4] = '1'),y,RH,,,,
f6an_other_test_unit_4,laboratory,,text,"=> if done and result available, other test result unit",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_other_test_4] = '1'),y,RH,,,,
f6an_other_test_5,laboratory,,dropdown,Other investigation(s) carried out? (5),"1, Done and result available | 2, Done and result not yet available | 3, Not done",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1',y,RH,,,,
f6an_other_test_type_5,laboratory,,text,"=> if done, enter the type of test",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_other_test_5] = '1' or [f6an_other_test_5] = '2'),y,RH,,,,
f6an_other_test_result_5,laboratory,,text,"=> if done and result available, other test result",,,number,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_other_test_5] = '1'),y,RH,,,,
f6an_other_test_unit_5,laboratory,,text,"=> if done and result available, other test result unit",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f6an_other_test_5] = '1'),y,RH,,,,
f6an_23_not_needed,laboratory,System,descriptive," <span style=""background:yellow""> <span style=""color:red"">This form is not required for this woman.</span>",,,,,,,[profile_summary_arm_1][f2a_cohort] = '1',,RH,,,,
f6an_23_app_username,laboratory,,text,Mobile app username:,,,,,,,,,RH,,,, @APPUSERNAME-APP @READONLY @HIDDEN-APP
f6c_tod_eligible,htnfgr,,calc,TOD Eligible,"if([precise_visit_1_arm_1][f6a_tod_hypertension_cohort] = ""1"" or [precise_visit_1_arm_1][f6a_tod_stillbirth_cohort] = ""1"" or [precise_visit_1_arm_1][f6a_tod_fgr_cohort] = ""1"" or [precise_visit_2_arm_1][f6a2_tod_hypertension_cohort] = ""1"" or [precise_visit_2_arm_1][f6a2_tod_stillbirth_cohort] = ""1"" or [precise_visit_2_arm_1][f6a2_tod_fgr_cohort] = ""1"" or [nonprecise_anc_1_arm_1][f6a3_tod_hypertension_cohort] = ""1"" or [nonprecise_anc_1_arm_1][f6a3_tod_stillbirth_cohort] = ""1"" or [nonprecise_anc_1_arm_1][f6a3_tod_fgr_cohort] = ""1"" or [nonprecise_anc_2_arm_1][f6a3_tod_hypertension_cohort] = ""1"" or [nonprecise_anc_2_arm_1][f6a3_tod_stillbirth_cohort] = ""1"" or [nonprecise_anc_2_arm_1][f6a3_tod_fgr_cohort] = ""1"" or [nonprecise_anc_3_arm_1][f6a3_tod_hypertension_cohort] = ""1"" or [nonprecise_anc_3_arm_1][f6a3_tod_stillbirth_cohort] = ""1"" or [nonprecise_anc_3_arm_1][f6a3_tod_fgr_cohort] = ""1"" or [nonprecise_anc_4_arm_1][f6a3_tod_hypertension_cohort] = ""1"" or [nonprecise_anc_4_arm_1][f6a3_tod_stillbirth_cohort] = ""1"" or [nonprecise_anc_4_arm_1][f6a3_tod_fgr_cohort] = ""1"" or [nonprecise_anc_5_arm_1][f6a3_tod_hypertension_cohort] = ""1"" or [nonprecise_anc_5_arm_1][f6a3_tod_stillbirth_cohort] = ""1"" or [nonprecise_anc_5_arm_1][f6a3_tod_fgr_cohort] = ""1"",""1"","""")",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1',,RH,,,,
f6c_sx_headache_in24h,htnfgr,Maternal symptoms,yesno,"Within the last 24 hrs, have you had a headache?",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1',y,RH,,,,
f6c_sx_visual_in24h,htnfgr,,yesno,"Within the last 24 hrs, have you had visual symptoms?",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1',y,RH,,,,
f6c_sx_chest_pain_in24h,htnfgr,,yesno,"Within the last 24 hrs, have you had chest pain?",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1',y,RH,,,,
f6c_sx_short_of_breath_in24h,htnfgr,,yesno,"Within the last 24 hrs, have you experienced shortness of breath?",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1',y,RH,,,,
f6c_sx_abdominal_pain_in24h,htnfgr,,yesno,"Within the last 24 hrs, have you had any abdominal pain?",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1',y,RH,,,,
f6c_sx_vaginal_bleeding_in24h,htnfgr,,yesno,"Within the last 24 hrs, have you had any vaginal bleeding?",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1',y,RH,,,,
f6c_mz_sx_vaginal_bleeding_in24h_size,htnfgr,,radio,=> (MZ) Was the blood spot the size of a circle formed with your thumb and index finger?,"1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_sx_vaginal_bleeding_in24h] = '1'),y,RH,,,,
f6c_pulse_oximetry,htnfgr,Lab,text,What is the woman's pulse oximetry? (%),,,number,0.1,20,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1',y,RH,,,,
f6c_pulse_oximetry_dk,htnfgr,,yesno,Don't know pulse oximetry,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_pulse_oximetry] = """")",y,RH,,,,
f6c_ix_blood_test_request,htnfgr,"Investigations  <br><span style='color: blue'><span style='background:yellow'>When you complete this section, please go to the laboratory test tab to fill in the results</span>",yesno,Were blood tests requested?,,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1',y,RH,,,,
f6c_ix_lab_warning,htnfgr,,descriptive,"If yes, please navigate to the Laboratory Table to enter test results.
",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and [f6c_ix_blood_test_request] = '1'  and [f6c_tod_eligible] = '1',,RH,,,,
f6c_ix_haemoglobin_tested,htnfgr,,dropdown,"=> If yes, was the woman's haemoglobin level tested?","1, Yes | 0, No - test not required | 97, No - test not available",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_ix_blood_test_request] = '1'),y,RH,,,,
f6c_ix_wcc_tested,htnfgr,,dropdown,"=> If yes, was the woman's white cell count (WCC) tested?","1, Yes | 0, No - test not required | 97, No - test not available",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_ix_blood_test_request] = '1'),y,RH,,,,
f6c_ix_platelet_tested,htnfgr,,dropdown,"=> If yes, was the woman's platelet count tested?","1, Yes | 0, No - test not required | 97, No - test not available",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_ix_blood_test_request] = '1'),y,RH,,,,
f6c_ix_creatinine_tested,htnfgr,,dropdown,"=> If yes, was the woman's serum creatinine tested?","1, Yes | 0, No - test not required | 97, No - test not available",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_ix_blood_test_request] = '1'),y,RH,,,,
f6c_ix_ast_tested,htnfgr,,dropdown,"=> If yes, was the woman's aspartate transaminase (AST) tested?","1, Yes | 0, No - test not required | 97, No - test not available",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_ix_blood_test_request] = '1'),y,RH,,,,
f6c_ix_alt_tested,htnfgr,,dropdown,"=> If yes, was the woman's alanine aminotransferase (ALT) tested?","1, Yes | 0, No - test not required | 97, No - test not available",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_ix_blood_test_request] = '1'),y,RH,,,,
f6c_ix_other_tests_done,htnfgr,,yesno,Was any other investigation(s) carried out? (1),,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1',y,RH,,,,
f6c_fa_ultrasound_done,htnfgr,Fetal assessment,radio,"Was an ultrasound done following the diagnosis of hypertension, suspected fetal growth restriction (FGR), or interuterine fetal death (IUFD)?","1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1',y,RH,,,,
f6c_fa_ultrasound_date,htnfgr,,text,"=> If yes, what was the DATE of the ultrasound?",,,date_ymd,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_fa_ultrasound_done] = '1'),y,RH,,,,
f6c_fa_ultrasound_date_dk,htnfgr,,yesno,=> Don't know the date of ultrasound,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_fa_ultrasound_done] = '1' and [f6c_fa_ultrasound_date] = """")",y,RH,,,,
f6c_fa_fetal_abnormality,htnfgr,,yesno,"=> If yes, was a fetal abnormality diagnosed?",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_fa_ultrasound_done] = '1'),y,RH,,,,
f6c_fa_fetal_abnormality_type,htnfgr,,dropdown,"==> If yes, specify type","0, None | 99, Not assessed | 1, CNS | 2, Cardiac | 3, Urogenital | 4, Gastrointestinal | 5, Musculoskeletal | 6, Respiratory | 7, Multiple | 90, Other Abnormality | 98, Not visualised",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_fa_fetal_abnormality] = '1'),y,RH,,,,
f6c_fa_tcd,htnfgr,,text,"=> If yes, what was the TCD? (mm) (2 decimals)",,,number,10,50,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_fa_ultrasound_done] = '1'),y,RH,,,,
f6c_fa_tcd_na,htnfgr,,yesno,=> Don't know TCD,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_fa_ultrasound_done] = '1' and [f6c_fa_tcd] = """")",y,RH,,,,
f6c_fa_crl,htnfgr,,text,"=> If yes, what was the CRL? (mm) (2 decimals)",,,number,7,85,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_fa_ultrasound_done] = '1'),y,RH,,,,
f6c_fa_crl_na,htnfgr,,yesno,=> Don't know CRL,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_fa_ultrasound_done] = '1' and [f6c_fa_crl] = """")",y,RH,,,,
f6c_fa_bpd,htnfgr,,text,"=> If yes, what was the BPD? (mm) (2 decimals)",,,number,20,110,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_fa_ultrasound_done] = '1'),y,RH,,,,
f6c_fa_bpd_na,htnfgr,,yesno,=> Don't know BPD,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_fa_ultrasound_done] = '1' and [f6c_fa_bpd] = """")",y,RH,,,,
f6c_fa_hc,htnfgr,,text,"=> If yes, what was the HC? (mm) (2 decimals)",,,number,80,380,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_fa_ultrasound_done] = '1'),y,RH,,,,
f6c_fa_hc_na,htnfgr,,yesno,=> Don't know HC,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_fa_ultrasound_done] = '1' and [f6c_fa_hc] = """")",y,RH,,,,
f6c_fa_ac,htnfgr,,text,"=> If yes, what was the AC? (mm) (2 decimals)",,,number,136,283,,[profile_summary_arm_1][f2a_cohort] <> '1'  and [f6c_tod_eligible] = '1' and ([f6c_fa_ultrasound_done] = '1'),y,RH,,,,
